city_state	Row Labels	City	County	Latitude	Longitude
"GWYNEDD, PA"	PA	GWYNEDD	MONTGOMERY	40.200758	-75.245957
"GWYNEDD VALLEY, PA"	PA	GWYNEDD VALLEY	MONTGOMERY	40.182958	-75.26242
"HADLEY, PA"	PA	HADLEY	MERCER	41.43239	-80.200295
"HALIFAX, PA"	PA	HALIFAX	DAUPHIN	40.480812	-76.782307
"HALLSTEAD, PA"	PA	HALLSTEAD	SUSQUEHANNA	41.952924	-75.812779
"HAMBURG, PA"	PA	HAMBURG	BERKS	40.558804	-75.986306
"HAMILTON, PA"	PA	HAMILTON	JEFFERSON	40.917105	-79.083356
"HAMLIN, PA"	PA	HAMLIN	WAYNE	41.391904	-75.341456
"HANNASTOWN, PA"	PA	HANNASTOWN	WESTMORELAND	40.353413	-79.496356
"HANOVER, PA"	PA	HANOVER	YORK	31.8399106	-61.5886214
"HARBORCREEK, PA"	PA	HARBORCREEK	ERIE	42.174425	-79.939478
"HARFORD, PA"	PA	HARFORD	SUSQUEHANNA	41.769712	-75.683972
"HARLEIGH, PA"	PA	HARLEIGH	LUZERNE	40.982098	-75.970882
"HARLEYSVILLE, PA"	PA	HARLEYSVILLE	MONTGOMERY	40.274482	-75.395926
"HARMONSBURG, PA"	PA	HARMONSBURG	CRAWFORD	41.661302	-80.31686
"HARMONY, PA"	PA	HARMONY	BUTLER	40.858338	-80.124643
"HARRISBURG, PA"	PA	HARRISBURG	DAUPHIN	40.27421754	-76.872147
"HARRISON CITY, PA"	PA	HARRISON CITY	WESTMORELAND	40.36564	-79.653798
"HARRISON VALLEY, PA"	PA	HARRISON VALLEY	POTTER	41.956946	-77.68887
"HARRISONVILLE, PA"	PA	HARRISONVILLE	FULTON	39.98754	-78.082946
"HARRISVILLE, PA"	PA	HARRISVILLE	BUTLER	41.186912	-79.95675
"HARTLETON, PA"	PA	HARTLETON	UNION	40.902832	-77.156621
"HARTSTOWN, PA"	PA	HARTSTOWN	CRAWFORD	41.551479	-80.383013
"HARVEYS LAKE, PA"	PA	HARVEYS LAKE	LUZERNE	41.358591	-76.053754
"HARWICK, PA"	PA	HARWICK	ALLEGHENY	40.555781	-79.804442
"HASTINGS, PA"	PA	HASTINGS	CAMBRIA	40.680824	-78.710906
"HATBORO, PA"	PA	HATBORO	MONTGOMERY	40.183314	-75.106032
"HATFIELD, PA"	PA	HATFIELD	MONTGOMERY	40.285844	-75.295488
"HAVERFORD, PA"	PA	HAVERFORD	MONTGOMERY	40.007314	-75.317951
"HAVERTOWN, PA"	PA	HAVERTOWN	DELAWARE	39.976314	-75.312698
"HAWK RUN, PA"	PA	HAWK RUN	CLEARFIELD	40.933384	-78.190993
"HAWLEY, PA"	PA	HAWLEY	PIKE	41.417184	-75.165757
"HAWTHORN, PA"	PA	HAWTHORN	CLARION	41.022069	-79.273894
"HAZEL HURST, PA"	PA	HAZEL HURST	MCKEAN	41.725733	-78.584919
"HAZLETON, PA"	PA	HAZLETON	LUZERNE	40.95401	-75.993846
"HEGINS, PA"	PA	HEGINS	SCHUYLKILL	40.664762	-76.509545
"HEILWOOD, PA"	PA	HEILWOOD	INDIANA	40.626878	-78.921829
"HELLERTOWN, PA"	PA	HELLERTOWN	NORTHAMPTON	40.590591	-75.300529
"HENDERSONVILLE, PA"	PA	HENDERSONVILLE	WASHINGTON	40.2993	-80.1525
"HENRYVILLE, PA"	PA	HENRYVILLE	MONROE	41.099571	-75.263894
"HEREFORD, PA"	PA	HEREFORD	BERKS	40.449899	-75.559926
"HERMAN, PA"	PA	HERMAN	BUTLER	40.8303	-79.8115
"HERMINIE, PA"	PA	HERMINIE	WESTMORELAND	40.262425	-79.715943
"HERMITAGE, PA"	PA	HERMITAGE	MERCER	41.227614	-80.438528
"HERNDON, PA"	PA	HERNDON	NORTHUMBERLAND	40.691862	-76.775845
"HERRICK CENTER, PA"	PA	HERRICK CENTER	SUSQUEHANNA	41.761226	-75.51626
"HERSHEY, PA"	PA	HERSHEY	DAUPHIN	40.264008	-76.63194
"HESSTON, PA"	PA	HESSTON	HUNTINGDON	40.394736	-78.108155
"HIBBS, PA"	PA	HIBBS	FAYETTE	39.917035	-79.888516
"HICKORY, PA"	PA	HICKORY	WASHINGTON	40.283709	-80.316644
"HIDDEN VALLEY, PA"	PA	HIDDEN VALLEY	SOMERSET	40.0083	-79.0802
"HIGHSPIRE, PA"	PA	HIGHSPIRE	DAUPHIN	40.207971	-76.785548
"HILLER, PA"	PA	HILLER	FAYETTE	40.009092	-79.907666
"HILLIARDS, PA"	PA	HILLIARDS	BUTLER	41.087978	-79.841265
"HILLSDALE, PA"	PA	HILLSDALE	INDIANA	40.7514	-78.8854
"HILLSGROVE, PA"	PA	HILLSGROVE	SULLIVAN	41.438621	-76.71005
"HILLSVILLE, PA"	PA	HILLSVILLE	LAWRENCE	41.006645	-80.490797
"HILLTOWN, PA"	PA	HILLTOWN	BUCKS	40.31828	-75.24765
"HOLBROOK, PA"	PA	HOLBROOK	GREENE	39.83849	-80.348227
"HOLICONG, PA"	PA	HOLICONG	BUCKS	40.3363	-75.0365
"HOLLIDAYSBURG, PA"	PA	HOLLIDAYSBURG	BLAIR	40.437362	-78.327034
"HOLLSOPPLE, PA"	PA	HOLLSOPPLE	SOMERSET	40.199206	-78.96456
"HOLMES, PA"	PA	HOLMES	DELAWARE	39.9022945	-75.3081305
"HOLTWOOD, PA"	PA	HOLTWOOD	LANCASTER	39.857946	-76.303992
"HOME, PA"	PA	HOME	INDIANA	40.757203	-79.138544
"HOMER CITY, PA"	PA	HOMER CITY	INDIANA	40.521474	-79.115306
"HOMESTEAD, PA"	PA	HOMESTEAD	ALLEGHENY	40.395552	-79.905378
"HONESDALE, PA"	PA	HONESDALE	WAYNE	41.629253	-75.237366
"HONEY BROOK, PA"	PA	HONEY BROOK	CHESTER	40.085124	-75.873596
"HONEY GROVE, PA"	PA	HONEY GROVE	JUNIATA	40.432412	-77.59141
"HOOKSTOWN, PA"	PA	HOOKSTOWN	BEAVER	40.55225	-80.427188
"HOOVERSVILLE, PA"	PA	HOOVERSVILLE	SOMERSET	40.159014	-78.900438
"HOP BOTTOM, PA"	PA	HOP BOTTOM	SUSQUEHANNA	41.697164	-75.803556
"HOPELAND, PA"	PA	HOPELAND	LANCASTER	40.2337	-76.2625
"HOPEWELL, PA"	PA	HOPEWELL	BEDFORD	40.108742	-78.284862
"HOPWOOD, PA"	PA	HOPWOOD	FAYETTE	39.86597	-79.651606
"HORSHAM, PA"	PA	HORSHAM	MONTGOMERY	40.188486	-75.148777
"HOSTETTER, PA"	PA	HOSTETTER	WESTMORELAND	40.2664	-79.3986
"HOUSTON, PA"	PA	HOUSTON	WASHINGTON	40.24954	-80.223212
"HOUTZDALE, PA"	PA	HOUTZDALE	CLEARFIELD	40.852508	-78.380464
"HOWARD, PA"	PA	HOWARD	CENTRE	41.009734	-77.653954
"HUGHESVILLE, PA"	PA	HUGHESVILLE	LYCOMING	41.2882	-76.670475
"HUMMELS WHARF, PA"	PA	HUMMELS WHARF	SNYDER	40.8314	-76.8363
"HUMMELSTOWN, PA"	PA	HUMMELSTOWN	DAUPHIN	40.286355	-76.699198
"HUNKER, PA"	PA	HUNKER	WESTMORELAND	40.207835	-79.587944
"HUNLOCK CREEK, PA"	PA	HUNLOCK CREEK	LUZERNE	41.247199	-76.082083
"HUNTINGDON, PA"	PA	HUNTINGDON	HUNTINGDON	40.5256315	-77.963709
"HUNTINGDON VALLEY, PA"	PA	HUNTINGDON VALLEY	MONTGOMERY	40.128576	-75.05964
"HUNTINGTON MILLS, PA"	PA	HUNTINGTON MILLS	LUZERNE	41.20382	-76.24224
"HUSTONTOWN, PA"	PA	HUSTONTOWN	FULTON	40.070938	-78.023722
"HUTCHINSON, PA"	PA	HUTCHINSON	WESTMORELAND	40.231078	-79.728253
"HYDE, PA"	PA	HYDE	CLEARFIELD	41.001306	-78.46261
"HYDE PARK, PA"	PA	HYDE PARK	WESTMORELAND	40.631431	-79.590129
"HYDETOWN, PA"	PA	HYDETOWN	CRAWFORD	41.6525	-79.7272
"HYNDMAN, PA"	PA	HYNDMAN	BEDFORD	39.80752	-78.798154
"ICKESBURG, PA"	PA	ICKESBURG	PERRY	40.453648	-77.380151
"IDAVILLE, PA"	PA	IDAVILLE	ADAMS	40.0149	-77.2033
"IMLER, PA"	PA	IMLER	BEDFORD	40.2566	-78.555426
"IMMACULATA, PA"	PA	IMMACULATA	CHESTER	40.02946	-75.564476
"IMPERIAL, PA"	PA	IMPERIAL	ALLEGHENY	40.457336	-80.286341
"INDIAN HEAD, PA"	PA	INDIAN HEAD	FAYETTE	40.057742	-79.401518
"INDIANA, PA"	PA	INDIANA	INDIANA	40.617985	-79.152074
"INDIANOLA, PA"	PA	INDIANOLA	ALLEGHENY	40.567896	-79.864827
"INDUSTRY, PA"	PA	INDUSTRY	BEAVER	40.680583	-80.42023
"INGOMAR, PA"	PA	INGOMAR	ALLEGHENY	40.5809	-80.0612
"INTERCOURSE, PA"	PA	INTERCOURSE	LANCASTER	40.0375	-76.1054
"IRVINE, PA"	PA	IRVINE	WARREN	41.8477	-79.281618
"IRVONA, PA"	PA	IRVONA	CLEARFIELD	40.82264	-78.566772
"IRWIN, PA"	PA	IRWIN	WESTMORELAND	40.316734	-79.724204
"ISABELLA, PA"	PA	ISABELLA	FAYETTE	39.946249	-79.939325
"JACKSON, PA"	PA	JACKSON	SUSQUEHANNA	41.865859	-75.60639
"JACKSON CENTER, PA"	PA	JACKSON CENTER	MERCER	41.281702	-80.108844
"JACOBS CREEK, PA"	PA	JACOBS CREEK	WESTMORELAND	40.134512	-79.729267
"JAMES CITY, PA"	PA	JAMES CITY	ELK	41.538303	-78.886213
"JAMES CREEK, PA"	PA	JAMES CREEK	HUNTINGDON	40.342394	-78.172578
"JAMESTOWN, PA"	PA	JAMESTOWN	MERCER	41.504942	-80.449096
"JAMISON, PA"	PA	JAMISON	BUCKS	40.257112	-75.076601
"JEANNETTE, PA"	PA	JEANNETTE	WESTMORELAND	40.342291	-79.61247
"JEFFERSON, PA"	PA	JEFFERSON	GREENE	39.917338	-80.053274
"JENKINTOWN, PA"	PA	JENKINTOWN	MONTGOMERY	40.097875	-75.10785
"JENNERS, PA"	PA	JENNERS	SOMERSET	40.136206	-79.048013
"JENNERSTOWN, PA"	PA	JENNERSTOWN	SOMERSET	40.158113	-79.057864
"JERMYN, PA"	PA	JERMYN	LACKAWANNA	41.570775	-75.577368
"JEROME, PA"	PA	JEROME	SOMERSET	40.211344	-78.988046
"JERSEY MILLS, PA"	PA	JERSEY MILLS	LYCOMING	41.354215	-77.399925
"JERSEY SHORE, PA"	PA	JERSEY SHORE	LYCOMING	41.219516	-77.274646
"JESSUP, PA"	PA	JESSUP	LACKAWANNA	41.458436	-75.549197
"JIM THORPE, PA"	PA	JIM THORPE	CARBON	40.920019	-75.715921
"JOFFRE, PA"	PA	JOFFRE	WASHINGTON	40.3803	-80.36143
"JOHNSONBURG, PA"	PA	JOHNSONBURG	ELK	41.506993	-78.686926
"JOHNSTOWN, PA"	PA	JOHNSTOWN	CAMBRIA	40.3353105	-78.91146363
"JONES MILLS, PA"	PA	JONES MILLS	WESTMORELAND	40.079104	-79.314762
"JONESTOWN, PA"	PA	JONESTOWN	LEBANON	40.45986	-76.552028
"JOSEPHINE, PA"	PA	JOSEPHINE	INDIANA	40.4775	-79.1814
"JULIAN, PA"	PA	JULIAN	CENTRE	40.916181	-77.936355
"JUNEDALE, PA"	PA	JUNEDALE	CARBON	40.924547	-75.941862
"KANE, PA"	PA	KANE	MCKEAN	41.679886	-78.687587
"KANTNER, PA"	PA	KANTNER	SOMERSET	40.1014	-78.9372
"KARNS CITY, PA"	PA	KARNS CITY	BUTLER	41.006024	-79.722954
"KARTHAUS, PA"	PA	KARTHAUS	CLEARFIELD	41.151512	-77.998607
"KEISTERVILLE, PA"	PA	KEISTERVILLE	FAYETTE	39.9615	-79.7829
"KELAYRES, PA"	PA	KELAYRES	SCHUYLKILL	40.903278	-76.009001
"KELTON, PA"	PA	KELTON	CHESTER	39.8088	-75.8767
"KEMBLESVILLE, PA"	PA	KEMBLESVILLE	CHESTER	39.7489	-75.8245
"KEMPTON, PA"	PA	KEMPTON	BERKS	40.640744	-75.861184
"KENNERDELL, PA"	PA	KENNERDELL	VENANGO	41.256004	-79.803285
"KENNETT SQUARE, PA"	PA	KENNETT SQUARE	CHESTER	39.864856	-75.71596
"KENT, PA"	PA	KENT	INDIANA	40.547407	-79.28036
"KERSEY, PA"	PA	KERSEY	ELK	41.330361	-78.603273
"KIMBERTON, PA"	PA	KIMBERTON	CHESTER	40.1308	-75.5728
"KING OF PRUSSIA, PA"	PA	KING OF PRUSSIA	MONTGOMERY	40.09287	-75.39437
"KINGSLEY, PA"	PA	KINGSLEY	SUSQUEHANNA	41.772976	-75.771328
"KINGSTON, PA"	PA	KINGSTON	LUZERNE	41.28117	-75.900648
"KINTNERSVILLE, PA"	PA	KINTNERSVILLE	BUCKS	40.53642	-75.221547
"KINZERS, PA"	PA	KINZERS	LANCASTER	40.010303	-76.043462
"KIRKWOOD, PA"	PA	KIRKWOOD	LANCASTER	39.849383	-76.067544
"KITTANNING, PA"	PA	KITTANNING	ARMSTRONG	40.816818	-79.49864
"KLEINFELTERSVILLE, PA"	PA	KLEINFELTERSVILLE	LEBANON	40.3006	-76.2496
"KLINGERSTOWN, PA"	PA	KLINGERSTOWN	SCHUYLKILL	40.67259	-76.606986
"KNOX, PA"	PA	KNOX	CLARION	41.238052	-79.545532
"KNOX DALE, PA"	PA	KNOX DALE	JEFFERSON	41.082621	-79.025082
"KNOXVILLE, PA"	PA	KNOXVILLE	TIOGA	41.972288	-77.438342
"KOPPEL, PA"	PA	KOPPEL	BEAVER	40.834943	-80.321225
"KOSSUTH, PA"	PA	KOSSUTH	CLARION	41.289098	-79.591774
"KREAMER, PA"	PA	KREAMER	SNYDER	40.797833	-76.957246
"KRESGEVILLE, PA"	PA	KRESGEVILLE	MONROE	40.899448	-75.509984
"KULPMONT, PA"	PA	KULPMONT	NORTHUMBERLAND	40.791508	-76.470248
"KULPSVILLE, PA"	PA	KULPSVILLE	MONTGOMERY	40.2428	-75.3366
"KUNKLETOWN, PA"	PA	KUNKLETOWN	MONROE	40.889267	-75.474276
"KUTZTOWN, PA"	PA	KUTZTOWN	BERKS	40.536296	-75.781231
"KYLERTOWN, PA"	PA	KYLERTOWN	CLEARFIELD	40.998027	-78.176834
"LA BELLE, PA"	PA	LA BELLE	FAYETTE	39.994783	-79.978468
"LA JOSE, PA"	PA	LA JOSE	CLEARFIELD	40.810546	-78.653384
"LA PLUME, PA"	PA	LA PLUME	LACKAWANNA	41.5568	-75.7545
"LACEYVILLE, PA"	PA	LACEYVILLE	WYOMING	41.705246	-76.119792
"LACKAWAXEN, PA"	PA	LACKAWAXEN	PIKE	41.529776	-75.057416
"LAFAYETTE HILL, PA"	PA	LAFAYETTE HILL	MONTGOMERY	40.081554	-75.254106
"LAHASKA, PA"	PA	LAHASKA	BUCKS	40.3467	-75.0316
"LAIRDSVILLE, PA"	PA	LAIRDSVILLE	LYCOMING	41.230309	-76.59558
"LAKE ARIEL, PA"	PA	LAKE ARIEL	WAYNE	41.440568	-75.423955
"LAKE CITY, PA"	PA	LAKE CITY	ERIE	42.01972	-80.3261
"LAKE COMO, PA"	PA	LAKE COMO	WAYNE	41.862123	-75.299079
"LAKE HARMONY, PA"	PA	LAKE HARMONY	CARBON	41.061291	-75.650545
"LAKE LYNN, PA"	PA	LAKE LYNN	FAYETTE	39.74459	-79.820336
"LAKE WINOLA, PA"	PA	LAKE WINOLA	WYOMING	41.505668	-75.85788
"LAKEVILLE, PA"	PA	LAKEVILLE	WAYNE	41.414794	-75.24741
"LAKEWOOD, PA"	PA	LAKEWOOD	WAYNE	41.812216	-75.361294
"LAMAR, PA"	PA	LAMAR	CLINTON	41.011972	-77.534803
"LAMARTINE, PA"	PA	LAMARTINE	CLARION	41.2226	-79.6345
"LAMPETER, PA"	PA	LAMPETER	LANCASTER	39.9902	-76.24
"LANCASTER, PA"	PA	LANCASTER	LANCASTER	40.03874758	-76.30140067
"LANDENBERG, PA"	PA	LANDENBERG	CHESTER	39.77088	-75.800302
"LANDINGVILLE, PA"	PA	LANDINGVILLE	SCHUYLKILL	40.6281	-76.1256
"LANDISBURG, PA"	PA	LANDISBURG	PERRY	40.316046	-77.317987
"LANDISVILLE, PA"	PA	LANDISVILLE	LANCASTER	40.086194	-76.41625
"LANESBORO, PA"	PA	LANESBORO	SUSQUEHANNA	41.959864	-75.583173
"LANGELOTH, PA"	PA	LANGELOTH	WASHINGTON	40.361952	-80.408224
"LANGHORNE, PA"	PA	LANGHORNE	BUCKS	40.177719	-74.890955
"LANSDALE, PA"	PA	LANSDALE	MONTGOMERY	40.226262	-75.293266
"LANSDOWNE, PA"	PA	LANSDOWNE	DELAWARE	39.936266	-75.262277
"LANSE, PA"	PA	LANSE	CLEARFIELD	40.96412	-78.112947
"LANSFORD, PA"	PA	LANSFORD	CARBON	40.832763	-75.883356
"LAPORTE, PA"	PA	LAPORTE	SULLIVAN	41.432481	-76.502998
"LARIMER, PA"	PA	LARIMER	WESTMORELAND	40.34096	-79.723402
"LATROBE, PA"	PA	LATROBE	WESTMORELAND	40.294672	-79.381047
"LATTIMER MINES, PA"	PA	LATTIMER MINES	LUZERNE	40.991833	-75.964396
"LAUGHLINTOWN, PA"	PA	LAUGHLINTOWN	WESTMORELAND	40.175481	-79.163872
"LAURELTON, PA"	PA	LAURELTON	UNION	40.961718	-77.227785
"LAURYS STATION, PA"	PA	LAURYS STATION	LEHIGH	40.719738	-75.53966
"LAVELLE, PA"	PA	LAVELLE	SCHUYLKILL	40.760343	-76.387526
"LAWN, PA"	PA	LAWN	LEBANON	40.224026	-76.530507
"LAWRENCE, PA"	PA	LAWRENCE	WASHINGTON	40.302898	-80.125345
"LAWRENCEVILLE, PA"	PA	LAWRENCEVILLE	TIOGA	41.970624	-77.130294
"LAWTON, PA"	PA	LAWTON	SUSQUEHANNA	41.76682	-76.051443
"LE RAYSVILLE, PA"	PA	LE RAYSVILLE	BRADFORD	41.843757	-76.176734
"LEBANON, PA"	PA	LEBANON	LEBANON	40.348303	-76.426092
"LECK KILL, PA"	PA	LECK KILL	NORTHUMBERLAND	40.7026	-76.602122
"LECKRONE, PA"	PA	LECKRONE	FAYETTE	39.868144	-79.864131
"LECONTES MILLS, PA"	PA	LECONTES MILLS	CLEARFIELD	41.0832	-78.2839
"LEDERACH, PA"	PA	LEDERACH	MONTGOMERY	40.2619	-75.4067
"LEECHBURG, PA"	PA	LEECHBURG	ARMSTRONG	40.639936	-79.621119
"LEEPER, PA"	PA	LEEPER	CLARION	41.361108	-79.288452
"LEESPORT, PA"	PA	LEESPORT	BERKS	40.420314	-75.988648
"LEETSDALE, PA"	PA	LEETSDALE	ALLEGHENY	40.565198	-80.212851
"LEHIGH VALLEY, PA"	PA	LEHIGH VALLEY	NORTHAMPTON	40.64336667	-75.4328
"LEHIGHTON, PA"	PA	LEHIGHTON	CARBON	40.837518	-75.693556
"LEHMAN, PA"	PA	LEHMAN	LUZERNE	41.3168	-76.0228
"LEISENRING, PA"	PA	LEISENRING	FAYETTE	39.998103	-79.641538
"LEMASTERS, PA"	PA	LEMASTERS	FRANKLIN	39.8612	-77.8598
"LEMONT, PA"	PA	LEMONT	CENTRE	40.811324	-77.814834
"LEMONT FURNACE, PA"	PA	LEMONT FURNACE	FAYETTE	39.933746	-79.650444
"LEMOYNE, PA"	PA	LEMOYNE	CUMBERLAND	40.252496	-76.89725
"LENHARTSVILLE, PA"	PA	LENHARTSVILLE	BERKS	40.574018	-75.863857
"LENNI, PA"	PA	LENNI	DELAWARE	39.8938	-75.4484
"LENOXVILLE, PA"	PA	LENOXVILLE	SUSQUEHANNA	41.672743	-75.638594
"LEOLA, PA"	PA	LEOLA	LANCASTER	40.100992	-76.187884
"LEVITTOWN, PA"	PA	LEVITTOWN	BUCKS	40.152819	-74.8433658
"LEWIS RUN, PA"	PA	LEWIS RUN	MCKEAN	41.824394	-78.685995
"LEWISBERRY, PA"	PA	LEWISBERRY	YORK	40.13314	-76.883399
"LEWISBURG, PA"	PA	LEWISBURG	UNION	40.989922	-76.982404
"LEWISTOWN, PA"	PA	LEWISTOWN	MIFFLIN	40.584187	-77.585102
"LEWISVILLE, PA"	PA	LEWISVILLE	CHESTER	39.7226	-75.8754
"LIBERTY, PA"	PA	LIBERTY	TIOGA	41.544239	-77.14655
"LICKINGVILLE, PA"	PA	LICKINGVILLE	CLARION	41.374134	-79.346184
"LIGHTSTREET, PA"	PA	LIGHTSTREET	COLUMBIA	41.0036	-76.4553
"LIGONIER, PA"	PA	LIGONIER	WESTMORELAND	40.245546	-79.237599
"LILLY, PA"	PA	LILLY	CAMBRIA	40.421736	-78.622048
"LIMEKILN, PA"	PA	LIMEKILN	BERKS	40.3429	-75.7726
"LIMEPORT, PA"	PA	LIMEPORT	LEHIGH	40.5088	-75.4477
"LIMESTONE, PA"	PA	LIMESTONE	CLARION	41.131148	-79.336944
"LINCOLN UNIVERSITY, PA"	PA	LINCOLN UNIVERSITY	CHESTER	39.781616	-75.887764
"LINDEN, PA"	PA	LINDEN	LYCOMING	41.252812	-77.157559
"LINE LEXINGTON, PA"	PA	LINE LEXINGTON	BUCKS	40.2914	-75.255508
"LINESVILLE, PA"	PA	LINESVILLE	CRAWFORD	41.665454	-80.417652
"LIONVILLE, PA"	PA	LIONVILLE	CHESTER	40.0286	-75.6213
"LISTIE, PA"	PA	LISTIE	SOMERSET	40.0282	-79.0136
"LITITZ, PA"	PA	LITITZ	LANCASTER	40.179062	-76.290619
"LITTLE MEADOWS, PA"	PA	LITTLE MEADOWS	SUSQUEHANNA	41.955629	-76.101982
"LITTLESTOWN, PA"	PA	LITTLESTOWN	ADAMS	39.7647	-77.115144
"LIVERPOOL, PA"	PA	LIVERPOOL	PERRY	40.582556	-77.008231
"LLEWELLYN, PA"	PA	LLEWELLYN	SCHUYLKILL	40.672268	-76.279973
"LOCK HAVEN, PA"	PA	LOCK HAVEN	CLINTON	41.242232	-77.44698
"LOCUST GAP, PA"	PA	LOCUST GAP	NORTHUMBERLAND	40.76986	-76.44237
"LOCUSTDALE, PA"	PA	LOCUSTDALE	SCHUYLKILL	40.784297	-76.373028
"LOGANTON, PA"	PA	LOGANTON	CLINTON	41.027434	-77.33076
"LOGANVILLE, PA"	PA	LOGANVILLE	YORK	39.848	-76.7096
"LONG POND, PA"	PA	LONG POND	MONROE	41.060959	-75.450295
"LOPEZ, PA"	PA	LOPEZ	SULLIVAN	41.442032	-76.291189
"LORETTO, PA"	PA	LORETTO	CAMBRIA	40.517906	-78.62847
"LOST CREEK, PA"	PA	LOST CREEK	SCHUYLKILL	40.809478	-76.256172
"LOWBER, PA"	PA	LOWBER	WESTMORELAND	40.241486	-79.774238
"LOYALHANNA, PA"	PA	LOYALHANNA	WESTMORELAND	40.320486	-79.354312
"LOYSBURG, PA"	PA	LOYSBURG	BEDFORD	40.157533	-78.385686
"LOYSVILLE, PA"	PA	LOYSVILLE	PERRY	40.364951	-77.426184
"LUCERNEMINES, PA"	PA	LUCERNEMINES	INDIANA	40.559257	-79.149384
"LUCINDA, PA"	PA	LUCINDA	CLARION	41.312062	-79.345998
"LUDLOW, PA"	PA	LUDLOW	MCKEAN	41.79996	-78.865556
"LUMBERVILLE, PA"	PA	LUMBERVILLE	BUCKS	40.374148	-75.035235
"LURGAN, PA"	PA	LURGAN	FRANKLIN	40.109221	-77.642772
"LUTHERSBURG, PA"	PA	LUTHERSBURG	CLEARFIELD	41.03521	-78.73524
"LUXOR, PA"	PA	LUXOR	WESTMORELAND	40.331416	-79.478168
"LUZERNE, PA"	PA	LUZERNE	LUZERNE	41.287937	-75.895367
"LYKENS, PA"	PA	LYKENS	DAUPHIN	40.603381	-76.719992
"LYNDELL, PA"	PA	LYNDELL	CHESTER	40.0597	-75.7453
"LYNDORA, PA"	PA	LYNDORA	BUTLER	40.852818	-79.917415
"LYON STATION, PA"	PA	LYON STATION	BERKS	40.480476	-75.760332
"MACKEYVILLE, PA"	PA	MACKEYVILLE	CLINTON	41.051588	-77.467391
"MACUNGIE, PA"	PA	MACUNGIE	LEHIGH	40.503471	-75.586876
"MADERA, PA"	PA	MADERA	CLEARFIELD	40.832816	-78.467414
"MADISON, PA"	PA	MADISON	WESTMORELAND	40.244774	-79.67454
"MADISONBURG, PA"	PA	MADISONBURG	CENTRE	40.930596	-77.517958
"MAHAFFEY, PA"	PA	MAHAFFEY	CLEARFIELD	40.889707	-78.714962
"MAHANOY CITY, PA"	PA	MAHANOY CITY	SCHUYLKILL	40.810998	-76.13845
"MAHANOY PLANE, PA"	PA	MAHANOY PLANE	SCHUYLKILL	40.793552	-76.238414
"MAINESBURG, PA"	PA	MAINESBURG	TIOGA	41.786903	-76.956965
"MAINLAND, PA"	PA	MAINLAND	MONTGOMERY	40.2579	-75.3598
"MALVERN, PA"	PA	MALVERN	CHESTER	40.041973	-75.533698
"MAMMOTH, PA"	PA	MAMMOTH	WESTMORELAND	40.2008	-79.4636
"MANCHESTER, PA"	PA	MANCHESTER	YORK	40.068259	-76.73583
"MANHEIM, PA"	PA	MANHEIM	LANCASTER	40.169738	-76.438133
"MANNS CHOICE, PA"	PA	MANNS CHOICE	BEDFORD	39.988308	-78.653492
"MANOR, PA"	PA	MANOR	WESTMORELAND	40.336911	-79.661906
"MANORVILLE, PA"	PA	MANORVILLE	ARMSTRONG	40.787941	-79.520989
"MANSFIELD, PA"	PA	MANSFIELD	TIOGA	41.82955	-77.057707
"MAPLETON DEPOT, PA"	PA	MAPLETON DEPOT	HUNTINGDON	40.383434	-77.977768
"MAR LIN, PA"	PA	MAR LIN	SCHUYLKILL	40.679679	-76.244406
"MARBLE, PA"	PA	MARBLE	CLARION	41.320886	-79.489714
"MARCHAND, PA"	PA	MARCHAND	INDIANA	40.902354	-79.061126
"MARCUS HOOK, PA"	PA	MARCUS HOOK	DELAWARE	39.840388	-75.466471
"MARIANNA, PA"	PA	MARIANNA	WASHINGTON	40.027275	-80.099131
"MARIENVILLE, PA"	PA	MARIENVILLE	FOREST	41.459765	-79.082194
"MARIETTA, PA"	PA	MARIETTA	LANCASTER	40.073312	-76.584888
"MARION, PA"	PA	MARION	FRANKLIN	39.858808	-77.699177
"MARION CENTER, PA"	PA	MARION CENTER	INDIANA	40.774306	-79.009226
"MARION HEIGHTS, PA"	PA	MARION HEIGHTS	NORTHUMBERLAND	40.803748	-76.4647
"MARKLETON, PA"	PA	MARKLETON	SOMERSET	39.889648	-79.25952
"MARKLEYSBURG, PA"	PA	MARKLEYSBURG	FAYETTE	39.772822	-79.456948
"MARS, PA"	PA	MARS	BUTLER	40.701419	-80.044534
"MARSHALLS CREEK, PA"	PA	MARSHALLS CREEK	MONROE	41.0434	-75.1279
"MARSTELLER, PA"	PA	MARSTELLER	CAMBRIA	40.643333	-78.801004
"MARTIN, PA"	PA	MARTIN	FAYETTE	39.806056	-79.907447
"MARTINDALE, PA"	PA	MARTINDALE	LANCASTER	40.1559	-76.0876
"MARTINS CREEK, PA"	PA	MARTINS CREEK	NORTHAMPTON	40.78415	-75.183646
"MARTINSBURG, PA"	PA	MARTINSBURG	BLAIR	40.270558	-78.31054
"MARY D, PA"	PA	MARY D	SCHUYLKILL	40.763206	-76.063218
"MARYSVILLE, PA"	PA	MARYSVILLE	PERRY	40.328118	-77.024476
"MASONTOWN, PA"	PA	MASONTOWN	FAYETTE	39.841333	-79.884248
"MATAMORAS, PA"	PA	MATAMORAS	PIKE	41.375926	-74.728438
